"region","spot id","表示名","spot種別","landmark","secret","hub","出口","みち本数","crowd","zone","実画面で見える特徴","分類","発見通知の妥当性","推奨通知レベル","必要なscenery修正","備考"
"deepsea","cabin","せんちょうしつ","rest","","","","","3","2","ちんぼつせんのあたり","みちいろの じめん(alpha .28)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"deepsea","cavern","ふねのうらのどうくつ","rest","","yes","","","2","1","ちんぼつせんのあたり","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"deepsea","glow1","ひかるふかば","water","","","","","3","3","ひかるふかば","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"deepsea","glow2","ひかりのにわ","water","","","","","4","3","ひかるふかば","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"deepsea","glowpath","ひかりのこみち","path","","","","","3","0","ひかるふかば","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"deepsea","glowbig","おおきなひかりごけ","water","","","","","4","2","ひかるふかば","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"deepsea","glowsecret","ひかりのかくれば","rest","","yes","","","1","1","ひかるふかば","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"deepsea","pillars","しずんだはしら","path","","","","","3","1","かいていのいせき","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"deepsea","ruins","かいていのいせき","plaza","","","","","4","3","かいていのいせき","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"deepsea","ruinhall","いせきのひろま","rest","","","","","3","2","かいていのいせき","みちいろの じめん(alpha .28)だけ","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"deepsea","ruinhidden","いせきのおくのま","rest","","yes","","","2","1","かいていのいせき","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"deepsea","vents","ねっすいこう","water","","","","","3","2","ねっすいこう","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"deepsea","chimney","くろいえんとつ","edge","","","","","3","1","ねっすいこう","カメラが 引く(430→560/600)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"deepsea","hotspring","かいていのおんせん","rest","","yes","","","1","2","ねっすいこう","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"deepsea","anglers","ちょうちんのみち","path","","","","","3","1","かいこう","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"deepsea","trenchwall","かいこうのかべ","path","","","","","2","0","かいこう","みちいろの じめん(alpha .28)だけ","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"deepsea","trench","かいこうのふち","water","","","","","5","2","かいこう","あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"deepsea","ledge","いわだな","rest","","","","","2","1","かいこう","みちいろの じめん(alpha .28)だけ","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"deepsea","abyssgate","やみのいりぐち","path","","","","","4","0","ふかいやみ","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"deepsea","lastlight","さいごのひかり","water","","","","","2","1","ふかいやみ","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"deepsea","abyss","いちばんふかいところ","deep","","","","","2","1","ふかいやみ","みちいろの じめん(alpha .28)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"river_lake","bank","かわぎし","plaza","","","","mouth","1","1","かわぎし","ひろばの じめん(alpha .5)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"river_lake","riverside","かわぎしのひろば","plaza","","","yes","gate","3","8","かわぎし","住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"river_lake","river1","かわ","water","","","","","3","6","かわぎし","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"river_lake","riverbend","かわのまがり","path","","","","","2","0","かわぎし","みちいろの じめん(alpha .28)だけ","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"river_lake","rightpath","みぎぎしのみち","path","","","","","3","1","かわぎし","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"river_lake","bridge1","きのはし","path","","","","","3","2","はしのあたり","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"river_lake","leftbank","ひだりぎし","path","","","","","4","1","はしのあたり","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"river_lake","bridge2","おおきなはし","path","bridge","","","","4","2","はしのあたり","専用の おおきな めじるし(size560)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","",""
"river_lake","spring","わきみず","water","","yes","","","1","1","はしのあたり","あおい みずたまり(半径いっぱい) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"river_lake","reeds","あしはら","grove","","","","","4","2","あしはら","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"river_lake","reedhut","あしのこや","shelter","","","","","2","1","あしはら","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"river_lake","reedpath","あしのこみち","path","","","","","4","0","あしはら","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"river_lake","heron","とりのなかす","water","","","","","4","2","あしはら","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"river_lake","marsh","しっち","water","","","","","4","2","しっち","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"river_lake","marshwalk","いたのみち","path","","","","","2","0","しっち","みちいろの じめん(alpha .28)だけ","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"river_lake","marshhide","しっちのかくれば","rest","","yes","","","1","1","しっち","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"river_lake","gorge","かわのせまいところ","path","","","","","3","1","かわのせまいところ","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"river_lake","rapids","はやせ","water","","","","","4","2","かわのせまいところ","あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"river_lake","gorgerock","かわのおおいわ","rest","","","","","3","1","かわのせまいところ","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"river_lake","riverfalls","かわのたき","water","waterfall","","","","4","3","かわのたき","専用の おおきな めじるし(size560) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","",""
"river_lake","fallsside","たきのよこみち","path","","","","","3","0","かわのたき","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","たき: 水の 目じるしを 置くか、なまえを「たきへの みち」寄りに",""
"river_lake","fallspool","たきつぼ","water","","","","","4","2","かわのたき","あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"river_lake","fallscave","たきのうらのくぼ","rest","","yes","","","1","1","かわのたき","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"river_lake","upper","かみながれ","water","","","","","4","2","かみながれ","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"river_lake","logbridge","まるたのはし","path","","","","","3","0","かみながれ","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"river_lake","otter","かわうそのいわ","rest","","","","","3","1","かみながれ","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"river_lake","upperlook","かみながれのてんぼう","edge","","","","","2","1","かみながれ","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる","cam=wide"
"river_lake","upperhut","かわのこや","shelter","","","","","2","2","かみながれ","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"river_lake","lakelook","みずうみのてんぼう","edge","","","","gate","2","1","みずうみのほとり","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる","cam=wide"
"river_lake","lake","みずうみ","water","","","","","5","6","みずうみのほとり","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"river_lake","lakeshore","みずうみのはま","plaza","","","","","3","5","みずうみのほとり","住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"river_lake","boathouse","ふねごや","shelter","","","","","3","3","みずうみのほとり","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"river_lake","fishing","つりのいわ","water","","","","","2","2","みずうみのほとり","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"river_lake","island","なかのしま","grove","","","","","2","1","なかのしま","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"river_lake","islet","ちいさなしま","edge","","yes","","","2","1","なかのしま","カメラが 引く(430→560/600) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"jungle","entry","ジャングルのいりぐち","plaza","","","","gate","1","1","ジャングルのいりぐち","ひろばの じめん(alpha .5)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"jungle","clearing","ひらけたばしょ","plaza","","","yes","","4","8","ジャングルのいりぐち","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","vines1","つるのみち","path","","","","","3","1","つるのみち","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"jungle","vines2","つるのおく","path","","","","","3","1","つるのみち","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"jungle","vineclear","つるのきれま","rest","","","","","2","1","つるのみち","みちいろの じめん(alpha .28)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"jungle","vinesdeep","つるのめいろ","path","","","","","2","0","つるのみち","みちいろの じめん(alpha .28)だけ","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"jungle","jriver","ジャングルのかわ","water","","","","","3","3","ジャングルのかわ","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"jungle","ford","かわのあさせ","path","","","","","4","1","ジャングルのかわ","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"jungle","logcross","まるたわたり","path","","","","","2","0","ジャングルのかわ","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","falls","たき","water","waterfall","","","","4","6","たきのあたり","専用の おおきな めじるし(size560) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","",""
"jungle","behindfalls","たきのうら","rest","","yes","","","1","1","たきのあたり","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"jungle","fallsrock","たきよこのいわ","rest","","","","","3","1","たきのあたり","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","canopy","おおきなきのした","shelter","","","","","3","5","きのうえ","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","nest","すのあたり","rest","","","","","3","2","きのうえ","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","treeplatform","きのうえのあしば","rest","","","","","3","1","きのうえ","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","hanging","つりばし","path","","","","","3","1","きのうえ","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","canopywalk","こずえのみち","path","","","","","3","0","きのうえ","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"jungle","swamp","どろのぬま","water","","","","","4","2","どろのぬま","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"jungle","swamplog","ぬまのまるた","path","","","","","2","0","どろのぬま","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","swamphide","ぬまのかくれば","rest","","yes","","","1","1","どろのぬま","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"jungle","ruins","いせき","plaza","","","","","4","6","いせき","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","steps","いせきのかいだん","path","","","","","4","1","いせき","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"jungle","ruinwall","くずれたかべ","path","","","","","3","0","いせき","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"jungle","hidden","いせきのちかしつ","rest","","yes","","","2","1","いせき","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"jungle","temple","おおきないせき","edge","temple","","","","4","3","いせき","専用の おおきな めじるし(size560) / カメラが 引く(430→560/600) / 住民が あつまる(crowd>=3)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","","cam=wide"
"jungle","caves","どうくつのいりぐち","shelter","","","","","4","2","どうくつぐん","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","cavefall","どうくつのしみず","water","","","","","3","1","どうくつぐん","あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"jungle","cavehall","どうくつのひろま","rest","","","","","4","2","どうくつぐん","みちいろの じめん(alpha .28)だけ","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"jungle","cavepath","どうくつのうらみち","path","","","","","3","0","どうくつぐん","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"jungle","cavedeep","どうくつのおく","rest","","yes","","","1","1","どうくつぐん","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"jungle","valleygate","たにへのおりくち","path","","","","","3","1","はなのたに","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"jungle","flowers","はなのたに","grove","","","","","4","3","はなのたに","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","flowerpath","はなのこみち","path","","","","","2","0","はなのたに","みちいろの じめん(alpha .28)だけ","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"jungle","giantflower","きょだいなはな","grove","","","","","3","2","はなのたに","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"jungle","pollen","はなふぶきのくぼ","rest","","","","","2","1","はなのたに","みちいろの じめん(alpha .28)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"jungle","deep1","ふかいジャングル","grove","","","","","5","2","ふかいジャングル","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"jungle","deep2","ジャングルのしん","grove","","","","","3","1","ふかいジャングル","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"jungle","deeproot","おおきなねのトンネル","path","","","","","3","0","ふかいジャングル","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める","cam=narrow"
"jungle","deephide","つたのかくれば","rest","","yes","","","1","1","ふかいジャングル","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"jungle","deepheart","ジャングルのおくのおく","edge","","","","","2","1","ふかいジャングル","カメラが 引く(430→560/600)","B","場所としては いみが ある が、目じるしは ない","L0","","cam=wide"
"desert","gate","さばくのいりぐち","plaza","","","","mouth","1","1","さばくのいりぐち","ひろばの じめん(alpha .5)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"desert","well","いどのひろば","plaza","","","yes","","4","8","さばくのいりぐち","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"desert","dune1","すなやま","path","","","","","3","1","すなやま","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"desert","dunecrest","すなやまのおね","edge","","","","","3","1","すなやま","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる","cam=wide"
"desert","dune2","おおきなすなやま","path","","","","","3","1","すなやま","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"desert","dunehollow","すなのくぼ","rest","","","","","3","1","すなやま","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"desert","canyon","いわのたに","path","","","","","2","1","いわのたに","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"desert","canyonnarrow","いわのせまみち","path","","","","","3","0","いわのたに","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"desert","canyonshade","いわかげのみずたまり","water","","","","","3","2","いわのたに","あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"desert","oasis","オアシス","water","palms","","","","3","7","オアシス","専用の おおきな めじるし(size560) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","",""
"desert","oasiscamp","オアシスのテント","shelter","","","","","2","3","オアシス","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"desert","oasisback","オアシスのうら","rest","","","","","2","1","オアシス","みちいろの じめん(alpha .28)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"desert","caravan","キャラバンのテント","shelter","","","","mouth","3","6","キャラバンのあたり","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"desert","tentwell","キャラバンのいど","rest","","","","","3","2","キャラバンのあたり","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"desert","camel","ラクダのみずば","water","","","","","3","2","キャラバンのあたり","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"desert","cliff","がけのかげ","rest","","","","","3","2","キャラバンのあたり","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"desert","mesa1","メサのふもと","path","","","","","3","1","メサのあたり","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"desert","mesacave","メサのほらあな","rest","","yes","","","1","1","メサのあたり","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"desert","mesa2","おおきなメサ","edge","","","","","2","2","メサのあたり","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる","cam=wide"
"desert","mesashade","メサのかげ","rest","","","","","3","1","メサのあたり","みちいろの じめん(alpha .28)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"desert","ruins","いしのいせき","plaza","","","","","3","3","いせき","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"desert","ruinsteps","いせきのかいだん","path","","","","","3","0","いせき","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"desert","pillars","はしらのみち","path","","","","","3","1","いせき","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"desert","ruinyard","いせきのなかにわ","rest","","","","","3","2","いせき","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"desert","saltflat","しおのひらち","plaza","","","","","3","1","しおのひらち","ぶんきの 🪧(size84・どこも おなじ)","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"desert","saltpool","しおのみずたまり","water","","","","","3","1","しおのひらち","あおい みずたまり(半径いっぱい)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"desert","saltmark","しおのみちしるべ","path","","","","","3","0","しおのひらち","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"desert","sandsea","すなのうみ","path","","","","","3","1","すなのうみ","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"desert","sandhollow","すなのそこ","path","","","","","3","0","すなのうみ","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"desert","sandridge","すなのおね","edge","","","","","2","1","すなのうみ","カメラが 引く(430→560/600)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","みはらし: てすり/岩/道しるべ など 1つ 置けば L2 に 上げられる","cam=wide"
"desert","buried","すなにうまったもん","rest","","yes","","","1","1","すなのうみ","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"desert","bonevale","ほねのたにま","plaza","","","","","3","1","ほねのたにま","ぶんきの 🪧(size84・どこも おなじ)","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"desert","bones","ほねのおか","rest","","yes","","","1","1","ほねのたにま","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"desert","bonearch","ほねのアーチ","edge","","","","","3","1","ほねのたにま","カメラが 引く(430→560/600)","B","場所としては いみが ある が、目じるしは ない","L0","","cam=wide"
"desert","lastwell","さいごのいど","rest","","","","","3","1","さばくのはて","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"desert","mirage","しんきろうのおか","edge","","","","","3","1","さばくのはて","カメラが 引く(430→560/600)","B","場所としては いみが ある が、目じるしは ない","L0","",""
"desert","pyramid","おおきないせき","edge","temple","","","","4","2","さばくのはて","専用の おおきな めじるし(size560) / カメラが 引く(430→560/600)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","","cam=wide"
"desert","spring","かくれたいずみ","water","","yes","","","1","1","さばくのはて","あおい みずたまり(半径いっぱい) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"desert","endsand","さいはてのすなやま","path","","","","","2","0","さばくのはて","みちいろの じめん(alpha .28)だけ","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"desert","sunstone","ひのいし","rest","","","","","1","1","さばくのはて","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","stop","ていりゅうじょ","plaza","bigstop","","","gate","2","5","ていりゅうじょ","専用の おおきな めじるし(size560) / 住民が あつまる(crowd>=3)","A","landmark。画面を 占める 大きさ(560)で ぜったいに わかる","L3","",""
"star_stop","platform","まちあいのひろば","plaza","","","yes","","5","8","ていりゅうじょ","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","stopbench","ていりゅうじょのベンチ","rest","","","","","2","2","ていりゅうじょ","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","bench","ほしをみるベンチ","rest","","","","","2","3","にしのうきしま","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","westlamp","にしのあかり","path","","","","","3","0","にしのうきしま","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","isle2","ほしのはたけ","grove","","","","","3","3","にしのうきしま","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
